BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.6|0.7|0.6|Malignant|513|82749431|Male and Female|Glioma malignant, NOS|2007|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.7|0.7|Malignant|553|83118264|Male and Female|Glioma malignant, NOS|2008|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.6|0.8|0.7|Malignant|570|83280391|Male and Female|Glioma malignant, NOS|2009|0.6|0.7|0.7
0-19|0.0|0.0|0.0|Benign/Borderline|21|83181748|Male and Female|Glioma malignant, NOS|2010|0.0|0.0|0.0
0-19|0.6|0.7|0.7|Malignant|550|83181748|Male and Female|Glioma malignant, NOS|2010|0.6|0.7|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|33|82826880|Male and Female|Glioma malignant, NOS|2011|0.0|0.1|0.0
0-19|0.7|0.8|0.7|Malignant|595|82826880|Male and Female|Glioma malignant, NOS|2011|0.7|0.8|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|34|82482164|Male and Female|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.6|0.7|0.6|Malignant|508|82482164|Male and Female|Glioma malignant, NOS|2012|0.6|0.7|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|32|82244884|Male and Female|Glioma malignant, NOS|2013|0.0|0.1|0.0
0-19|0.6|0.8|0.7|Malignant|577|82244884|Male and Female|Glioma malignant, NOS|2013|0.6|0.8|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|40|82105856|Male and Female|Glioma malignant, NOS|2014|0.0|0.1|0.0
0-19|0.6|0.7|0.7|Malignant|535|82105856|Male and Female|Glioma malignant, NOS|2014|0.6|0.7|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|226|406542905|Male and Female|Glioma malignant, NOS|2014-2018|0.0|0.1|0.1
0-19|0.7|0.7|0.7|Malignant|2784|406542905|Male and Female|Glioma malignant, NOS|2014-2018|0.7|0.7|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|38|82080244|Male and Female|Glioma malignant, NOS|2015|0.0|0.1|0.0
0-19|0.7|0.8|0.7|Malignant|582|82080244|Male and Female|Glioma malignant, NOS|2015|0.7|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|53|82106582|Male and Female|Glioma malignant, NOS|2016|0.0|0.1|0.1
0-19|0.7|0.8|0.7|Malignant|608|82106582|Male and Female|Glioma malignant, NOS|2016|0.7|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|43|82062709|Male and Female|Glioma malignant, NOS|2017|0.0|0.1|0.1
0-19|0.7|0.8|0.8|Malignant|632|82062709|Male and Female|Glioma malignant, NOS|2017|0.7|0.8|0.8
0-19|0.0|0.1|0.1|Benign/Borderline|53|81129651|Male and Female|Glioma malignant, NOS|2018|0.0|0.1|0.1
0-19|0.5|0.6|0.5|Malignant|445|81129651|Male and Female|Glioma malignant, NOS|2018|0.5|0.6|0.5
0-19|0.0|0.0|0.0|Benign/Borderline|29|81754354|Male and Female|Hemangioblastoma|2004|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|81754354|Male and Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|30|82005260|Male and Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82005260|Male and Female|Hemangioblastoma|2005|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|24|82324418|Male and Female|Hemangioblastoma|2006|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|82324418|Male and Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|38|82749431|Male and Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82749431|Male and Female|Hemangioblastoma|2007|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|23|83118264|Male and Female|Hemangioblastoma|2008|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|83118264|Male and Female|Hemangioblastoma|2008|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|32|83280391|Male and Female|Hemangioblastoma|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|83280391|Male and Female|Hemangioblastoma|2009|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|27|83181748|Male and Female|Hemangioblastoma|2010|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|83181748|Male and Female|Hemangioblastoma|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|41|82826880|Male and Female|Hemangioblastoma|2011|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82826880|Male and Female|Hemangioblastoma|2011|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|37|82482164|Male and Female|Hemangioblastoma|2012|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82482164|Male and Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|37|82244884|Male and Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82244884|Male and Female|Hemangioblastoma|2013|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|52|82105856|Male and Female|Hemangioblastoma|2014|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|82105856|Male and Female|Hemangioblastoma|2014|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|191|406542905|Male and Female|Hemangioblastoma|2014-2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|406542905|Male and Female|Hemangioblastoma|2014-2018|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|34|82080244|Male and Female|Hemangioblastoma|2015|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82080244|Male and Female|Hemangioblastoma|2015|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|39|82106582|Male and Female|Hemangioblastoma|2016|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82106582|Male and Female|Hemangioblastoma|2016|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|33|82062709|Male and Female|Hemangioblastoma|2017|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82062709|Male and Female|Hemangioblastoma|2017|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|34|81129651|Male and Female|Hemangioblastoma|2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|81129651|Male and Female|Hemangioblastoma|2018|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|48|81754354|Male and Female|Hemangioma|2004|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|81754354|Male and Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|44|82005260|Male and Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|82005260|Male and Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|71|82324418|Male and Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|82324418|Male and Female|Hemangioma|2006|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|84|82749431|Male and Female|Hemangioma|2007|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|82749431|Male and Female|Hemangioma|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|94|83118264|Male and Female|Hemangioma|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|83118264|Male and Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|115|83280391|Male and Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|83280391|Male and Female|Hemangioma|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|98|83181748|Male and Female|Hemangioma|2010|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|83181748|Male and Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|143|82826880|Male and Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82826880|Male and Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|133|82482164|Male and Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82482164|Male and Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|121|82244884|Male and Female|Hemangioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|82244884|Male and Female|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|124|82105856|Male and Female|Hemangioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82105856|Male and Female|Hemangioma|2014|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|596|406542905|Male and Female|Hemangioma|2014-2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|406542905|Male and Female|Hemangioma|2014-2018|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|128|82080244|Male and Female|Hemangioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82080244|Male and Female|Hemangioma|2015|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|137|82106582|Male and Female|Hemangioma|2016|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82106582|Male and Female|Hemangioma|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|112|82062709|Male and Female|Hemangioma|2017|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|82062709|Male and Female|Hemangioma|2017|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|98|81129651|Male and Female|Hemangioma|2018|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|81129651|Male and Female|Hemangioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|82324418|Male and Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|83280391|Male and Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|83181748|Male and Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|82826880|Male and Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|82482164|Male and Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|82244884|Male and Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|82105856|Male and Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Local Extensions from Regional Tumors|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|17|406542905|Male and Female|Local Extensions from Regional Tumors|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Malignant|~|82080244|Male and Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Malignant|~|82106582|Male and Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Malignant|~|82062709|Male and Female|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Malignant|~|81129651|Male and Female|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|0.0|0.0|0.0|Malignant|16|81754354|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|0.0|0.0|0.0|Malignant|19|82005260|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|82324418|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|0.0|0.0|0.0|Malignant|16|83280391|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|83181748|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|82826880|Male and Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|0.0|0.0|0.0|Malignant|17|82482164|Male and Female|Lymphomas and Hematopoietic Neoplasms|2012|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Malignant|~|82244884|Male and Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Malignant|~|82105856|Male and Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Lymphomas and Hematopoietic Neoplasms|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|64|406542905|Male and Female|Lymphomas and Hematopoietic Neoplasms|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
0-19|0.0|0.0|0.0|Malignant|17|82080244|Male and Female|Lymphomas and Hematopoietic Neoplasms|2015|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|16|82106582|Male and Female|Lymphomas and Hematopoietic Neoplasms|2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Lymphomas and Hematopoietic Neoplasms|2017|~|~|~
0-19|~|~|~|Malignant|~|82062709|Male and Female|Lymphomas and Hematopoietic Neoplasms|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Lymphomas and Hematopoietic Neoplasms|2018|~|~|~
0-19|~|~|~|Malignant|~|81129651|Male and Female|Lymphomas and Hematopoietic Neoplasms|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|91|81754354|Male and Female|Meningioma|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|81754354|Male and Female|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|128|82005260|Male and Female|Meningioma|2005|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82005260|Male and Female|Meningioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|99|82324418|Male and Female|Meningioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|82324418|Male and Female|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|108|82749431|Male and Female|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|82749431|Male and Female|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|119|83118264|Male and Female|Meningioma|2008|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|83118264|Male and Female|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|119|83280391|Male and Female|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|83280391|Male and Female|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|115|83181748|Male and Female|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|83181748|Male and Female|Meningioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|137|82826880|Male and Female|Meningioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82826880|Male and Female|Meningioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|128|82482164|Male and Female|Meningioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82482164|Male and Female|Meningioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|135|82244884|Male and Female|Meningioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82244884|Male and Female|Meningioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|130|82105856|Male and Female|Meningioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82105856|Male and Female|Meningioma|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|646|406542905|Male and Female|Meningioma|2014-2018|0.1|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|27|406542905|Male and Female|Meningioma|2014-2018|0.0|0.0|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|140|82080244|Male and Female|Meningioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82080244|Male and Female|Meningioma|2015|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|115|82106582|Male and Female|Meningioma|2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|82106582|Male and Female|Meningioma|2016|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|127|82062709|Male and Female|Meningioma|2017|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82062709|Male and Female|Meningioma|2017|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|137|81129651|Male and Female|Meningioma|2018|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|81129651|Male and Female|Meningioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Mixed glioma|2004|~|~|~
0-19|0.0|0.1|0.0|Malignant|34|81754354|Male and Female|Mixed glioma|2004|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Mixed glioma|2005|~|~|~
0-19|0.0|0.1|0.0|Malignant|32|82005260|Male and Female|Mixed glioma|2005|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Mixed glioma|2006|~|~|~
0-19|0.0|0.0|0.0|Malignant|22|82324418|Male and Female|Mixed glioma|2006|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|33|82749431|Male and Female|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Mixed glioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|35|83118264|Male and Female|Mixed glioma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Mixed glioma|2009|~|~|~
0-19|0.0|0.0|0.0|Malignant|26|83280391|Male and Female|Mixed glioma|2009|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Mixed glioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|33|83181748|Male and Female|Mixed glioma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Mixed glioma|2011|~|~|~
0-19|0.0|0.0|0.0|Malignant|28|82826880|Male and Female|Mixed glioma|2011|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Mixed glioma|2012|~|~|~
0-19|0.0|0.0|0.0|Malignant|25|82482164|Male and Female|Mixed glioma|2012|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Mixed glioma|2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|18|82244884|Male and Female|Mixed glioma|2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Mixed glioma|2014|~|~|~
0-19|0.0|0.0|0.0|Malignant|19|82105856|Male and Female|Mixed glioma|2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Mixed glioma|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|51|406542905|Male and Female|Mixed glioma|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Mixed glioma|2015|~|~|~
0-19|~|~|~|Malignant|~|82080244|Male and Female|Mixed glioma|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Mixed glioma|2016|~|~|~
0-19|~|~|~|Malignant|~|82106582|Male and Female|Mixed glioma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Mixed glioma|2017|~|~|~
0-19|~|~|~|Malignant|~|82062709|Male and Female|Mixed glioma|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Mixed glioma|2018|~|~|~
0-19|~|~|~|Malignant|~|81129651|Male and Female|Mixed glioma|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|63|81754354|Male and Female|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|43|81754354|Male and Female|Neoplasm, unspecified|2004|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|114|82005260|Male and Female|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|38|82005260|Male and Female|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|105|82324418|Male and Female|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|50|82324418|Male and Female|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|117|82749431|Male and Female|Neoplasm, unspecified|2007|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|38|82749431|Male and Female|Neoplasm, unspecified|2007|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|128|83118264|Male and Female|Neoplasm, unspecified|2008|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|32|83118264|Male and Female|Neoplasm, unspecified|2008|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|153|83280391|Male and Female|Neoplasm, unspecified|2009|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|37|83280391|Male and Female|Neoplasm, unspecified|2009|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|169|83181748|Male and Female|Neoplasm, unspecified|2010|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|27|83181748|Male and Female|Neoplasm, unspecified|2010|0.0|0.0|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|138|82826880|Male and Female|Neoplasm, unspecified|2011|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|35|82826880|Male and Female|Neoplasm, unspecified|2011|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|134|82482164|Male and Female|Neoplasm, unspecified|2012|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|53|82482164|Male and Female|Neoplasm, unspecified|2012|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|143|82244884|Male and Female|Neoplasm, unspecified|2013|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|40|82244884|Male and Female|Neoplasm, unspecified|2013|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|150|82105856|Male and Female|Neoplasm, unspecified|2014|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|47|82105856|Male and Female|Neoplasm, unspecified|2014|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|652|406542905|Male and Female|Neoplasm, unspecified|2014-2018|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|213|406542905|Male and Female|Neoplasm, unspecified|2014-2018|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|143|82080244|Male and Female|Neoplasm, unspecified|2015|0.1|0.2|0.2
